,process,region,binning,color,process_type,scale,variation,source_filename,source_histname,alias,title,combine_idx,lnN,shapes,syst_type,direction,variation_alias
101,XToYHTo6B_MX-2000_MY-450,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2000_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2000_MY-450,Signal,,,,,,
102,XToYHTo6B_MX-2000_MY-500,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2000_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2000_MY-500,Signal,,1.023,,lnN,,
103,XToYHTo6B_MX-2000_MY-500,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2000_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2000_MY-500,Signal,,,,,,
104,XToYHTo6B_MX-2000_MY-600,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2000_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2000_MY-600,Signal,,1.023,,lnN,,
105,XToYHTo6B_MX-2000_MY-600,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2000_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2000_MY-600,Signal,,,,,,
106,XToYHTo6B_MX-2200_MY-250,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2200_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2200_MY-250,Signal,,1.023,,lnN,,
107,XToYHTo6B_MX-2200_MY-250,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2200_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2200_MY-250,Signal,,,,,,
108,XToYHTo6B_MX-2200_MY-300,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2200_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2200_MY-300,Signal,,1.023,,lnN,,
109,XToYHTo6B_MX-2200_MY-300,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2200_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2200_MY-300,Signal,,,,,,
110,XToYHTo6B_MX-2200_MY-350,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2200_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2200_MY-350,Signal,,1.023,,lnN,,
111,XToYHTo6B_MX-2200_MY-350,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2200_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2200_MY-350,Signal,,,,,,
112,XToYHTo6B_MX-2200_MY-400,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2200_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2200_MY-400,Signal,,1.023,,lnN,,
113,XToYHTo6B_MX-2200_MY-400,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2200_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2200_MY-400,Signal,,,,,,
114,XToYHTo6B_MX-2200_MY-450,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2200_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2200_MY-450,Signal,,1.023,,lnN,,
115,XToYHTo6B_MX-2200_MY-450,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2200_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2200_MY-450,Signal,,,,,,
116,XToYHTo6B_MX-2200_MY-500,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2200_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2200_MY-500,Signal,,1.023,,lnN,,
117,XToYHTo6B_MX-2200_MY-500,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2200_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2200_MY-500,Signal,,,,,,
118,XToYHTo6B_MX-2200_MY-600,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2200_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2200_MY-600,Signal,,1.023,,lnN,,
119,XToYHTo6B_MX-2200_MY-600,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2200_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2200_MY-600,Signal,,,,,,
120,XToYHTo6B_MX-2400_MY-250,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2400_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2400_MY-250,Signal,,1.023,,lnN,,
121,XToYHTo6B_MX-2400_MY-250,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2400_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2400_MY-250,Signal,,,,,,
122,XToYHTo6B_MX-2400_MY-300,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2400_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2400_MY-300,Signal,,1.023,,lnN,,
123,XToYHTo6B_MX-2400_MY-300,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2400_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2400_MY-300,Signal,,,,,,
124,XToYHTo6B_MX-2400_MY-350,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2400_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2400_MY-350,Signal,,1.023,,lnN,,
125,XToYHTo6B_MX-2400_MY-350,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2400_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2400_MY-350,Signal,,,,,,
126,XToYHTo6B_MX-2400_MY-400,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2400_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2400_MY-400,Signal,,1.023,,lnN,,
127,XToYHTo6B_MX-2400_MY-400,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2400_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2400_MY-400,Signal,,,,,,
128,XToYHTo6B_MX-2400_MY-450,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2400_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2400_MY-450,Signal,,1.023,,lnN,,
129,XToYHTo6B_MX-2400_MY-450,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2400_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2400_MY-450,Signal,,,,,,
130,XToYHTo6B_MX-2400_MY-500,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2400_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2400_MY-500,Signal,,1.023,,lnN,,
131,XToYHTo6B_MX-2400_MY-500,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2400_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2400_MY-500,Signal,,,,,,
132,XToYHTo6B_MX-2400_MY-600,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2400_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2400_MY-600,Signal,,1.023,,lnN,,
133,XToYHTo6B_MX-2400_MY-600,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2400_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2400_MY-600,Signal,,,,,,
134,XToYHTo6B_MX-2500_MY-250,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-250,Signal,,1.023,,lnN,,
135,XToYHTo6B_MX-2500_MY-250,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-250,Signal,,,,,,
136,XToYHTo6B_MX-2500_MY-300,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-300,Signal,,1.023,,lnN,,
137,XToYHTo6B_MX-2500_MY-300,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-300,Signal,,,,,,
138,XToYHTo6B_MX-2500_MY-350,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-350,Signal,,1.023,,lnN,,
139,XToYHTo6B_MX-2500_MY-350,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-350,Signal,,,,,,
140,XToYHTo6B_MX-2500_MY-400,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-400,Signal,,1.023,,lnN,,
141,XToYHTo6B_MX-2500_MY-400,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-400,Signal,,,,,,
142,XToYHTo6B_MX-2500_MY-450,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-450,Signal,,1.023,,lnN,,
143,XToYHTo6B_MX-2500_MY-450,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-450,Signal,,,,,,
144,XToYHTo6B_MX-2500_MY-500,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-500,Signal,,1.023,,lnN,,
145,XToYHTo6B_MX-2500_MY-500,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-500,Signal,,,,,,
146,XToYHTo6B_MX-2500_MY-600,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-600,Signal,,1.023,,lnN,,
147,XToYHTo6B_MX-2500_MY-600,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-600,Signal,,,,,,
148,XToYHTo6B_MX-2500_MY-700,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-700_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-700,Signal,,1.023,,lnN,,
149,XToYHTo6B_MX-2500_MY-700,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2500_MY-700_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2500_MY-700,Signal,,,,,,
150,XToYHTo6B_MX-2600_MY-250,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-250,Signal,,1.023,,lnN,,
151,XToYHTo6B_MX-2600_MY-250,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-250,Signal,,,,,,
152,XToYHTo6B_MX-2600_MY-300,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-300,Signal,,1.023,,lnN,,
153,XToYHTo6B_MX-2600_MY-300,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-300,Signal,,,,,,
154,XToYHTo6B_MX-2600_MY-350,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-350,Signal,,1.023,,lnN,,
155,XToYHTo6B_MX-2600_MY-350,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-350,Signal,,,,,,
156,XToYHTo6B_MX-2600_MY-400,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-400,Signal,,1.023,,lnN,,
157,XToYHTo6B_MX-2600_MY-400,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-400,Signal,,,,,,
158,XToYHTo6B_MX-2600_MY-450,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-450,Signal,,1.023,,lnN,,
159,XToYHTo6B_MX-2600_MY-450,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-450,Signal,,,,,,
160,XToYHTo6B_MX-2600_MY-500,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-500,Signal,,1.023,,lnN,,
161,XToYHTo6B_MX-2600_MY-500,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-500,Signal,,,,,,
162,XToYHTo6B_MX-2600_MY-600,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-600,Signal,,1.023,,lnN,,
163,XToYHTo6B_MX-2600_MY-600,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-600,Signal,,,,,,
164,XToYHTo6B_MX-2600_MY-700,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-700_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-700,Signal,,1.023,,lnN,,
165,XToYHTo6B_MX-2600_MY-700,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-700_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-700,Signal,,,,,,
166,XToYHTo6B_MX-2600_MY-800,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-800_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-800,Signal,,1.023,,lnN,,
167,XToYHTo6B_MX-2600_MY-800,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2600_MY-800_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2600_MY-800,Signal,,,,,,
168,XToYHTo6B_MX-2800_MY-250,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-250,Signal,,1.023,,lnN,,
169,XToYHTo6B_MX-2800_MY-250,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-250,Signal,,,,,,
170,XToYHTo6B_MX-2800_MY-300,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-300,Signal,,1.023,,lnN,,
171,XToYHTo6B_MX-2800_MY-300,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-300,Signal,,,,,,
172,XToYHTo6B_MX-2800_MY-350,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-350,Signal,,1.023,,lnN,,
173,XToYHTo6B_MX-2800_MY-350,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-350,Signal,,,,,,
174,XToYHTo6B_MX-2800_MY-400,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-400,Signal,,1.023,,lnN,,
175,XToYHTo6B_MX-2800_MY-400,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-400,Signal,,,,,,
176,XToYHTo6B_MX-2800_MY-450,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-450,Signal,,1.023,,lnN,,
177,XToYHTo6B_MX-2800_MY-450,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-450,Signal,,,,,,
178,XToYHTo6B_MX-2800_MY-500,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-500,Signal,,1.023,,lnN,,
179,XToYHTo6B_MX-2800_MY-500,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-500,Signal,,,,,,
180,XToYHTo6B_MX-2800_MY-600,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-600,Signal,,1.023,,lnN,,
181,XToYHTo6B_MX-2800_MY-600,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-600,Signal,,,,,,
182,XToYHTo6B_MX-2800_MY-700,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-700_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-700,Signal,,1.023,,lnN,,
183,XToYHTo6B_MX-2800_MY-700,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-700_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-700,Signal,,,,,,
184,XToYHTo6B_MX-2800_MY-800,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-800_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-800,Signal,,1.023,,lnN,,
185,XToYHTo6B_MX-2800_MY-800,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-2800_MY-800_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-2800_MY-800,Signal,,,,,,
186,XToYHTo6B_MX-3000_MY-250,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-250,Signal,,1.023,,lnN,,
187,XToYHTo6B_MX-3000_MY-250,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-250,Signal,,,,,,
188,XToYHTo6B_MX-3000_MY-300,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-300,Signal,,1.023,,lnN,,
189,XToYHTo6B_MX-3000_MY-300,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-300,Signal,,,,,,
190,XToYHTo6B_MX-3000_MY-350,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-350,Signal,,1.023,,lnN,,
191,XToYHTo6B_MX-3000_MY-350,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-350,Signal,,,,,,
192,XToYHTo6B_MX-3000_MY-400,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-400,Signal,,1.023,,lnN,,
193,XToYHTo6B_MX-3000_MY-400,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-400,Signal,,,,,,
194,XToYHTo6B_MX-3000_MY-450,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-450,Signal,,1.023,,lnN,,
195,XToYHTo6B_MX-3000_MY-450,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-450,Signal,,,,,,
196,XToYHTo6B_MX-3000_MY-500,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-500,Signal,,1.023,,lnN,,
197,XToYHTo6B_MX-3000_MY-500,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-500,Signal,,,,,,
198,XToYHTo6B_MX-3000_MY-600,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-600,Signal,,1.023,,lnN,,
199,XToYHTo6B_MX-3000_MY-600,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-600,Signal,,,,,,
